,number,value,datetime_start,datetime_complete,duration,params_lr,params_out_dim,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,state
131,131,0.5109062980030722,2021-02-14 01:59:33.493373,2021-02-14 01:59:46.772875,0 days 00:00:13.279502,0.000748610638076251,5,2.3983647265352447e-06,0.5109062980030722,,,PRUNED
132,132,0.5059907834101383,2021-02-14 01:59:46.773075,2021-02-14 02:01:38.079376,0 days 00:01:51.306301,0.0009242509238887123,25,0.0009222218610760868,0.5059907834101383,,,PRUNED
133,133,0.5265745007680491,2021-02-14 02:01:38.079568,2021-02-14 02:02:20.771012,0 days 00:00:42.691444,0.0017676537886666495,10,3.207442526715593e-06,0.6076804915514593,0.5265745007680491,,PRUNED
134,134,0.5124423963133641,2021-02-14 02:02:20.771245,2021-02-14 02:02:34.988919,0 days 00:00:14.217674,0.002802178518880759,5,1.5629689729755975e-06,0.5124423963133641,,,PRUNED
135,135,0.5253456221198156,2021-02-14 02:02:34.989140,2021-02-14 02:04:29.578638,0 days 00:01:54.589498,0.002114505846089735,20,5.113715247236099e-06,0.5385560675883256,0.6104454685099846,0.5253456221198156,PRUNED
136,136,0.4728110599078341,2021-02-14 02:04:29.578851,2021-02-14 02:05:08.010071,0 days 00:00:38.431220,0.000590623320543922,25,8.031998950007762e-05,0.4728110599078341,,,PRUNED
137,137,0.538863287250384,2021-02-14 02:05:08.010292,2021-02-14 02:10:05.795357,0 days 00:04:57.785065,0.0023625253932422455,35,0.0009777897267700736,0.5815668202764976,,,COMPLETE
138,138,0.5382488479262673,2021-02-14 02:10:05.795965,2021-02-14 02:15:06.006373,0 days 00:05:00.210408,8.101353430124656e-05,10,0.00021395731863298255,0.5745007680491552,,,COMPLETE
139,139,0.493394777265745,2021-02-14 02:15:06.006999,2021-02-14 02:15:22.224861,0 days 00:00:16.217862,0.0018944769695274602,15,3.119770121566094e-06,0.493394777265745,,,PRUNED
140,140,0.45806451612903226,2021-02-14 02:15:22.225081,2021-02-14 02:15:37.865073,0 days 00:00:15.639992,0.0012682572287150474,15,4.3769634008816385e-06,0.45806451612903226,,,PRUNED
141,141,0.5394777265745008,2021-02-14 02:15:37.865272,2021-02-14 02:17:31.432807,0 days 00:01:53.567535,0.002151450973228012,30,0.00013542577204251013,0.5447004608294931,0.5394777265745008,,PRUNED
142,142,0.48325652841781874,2021-02-14 02:17:31.433029,2021-02-14 02:18:12.537528,0 days 00:00:41.104499,0.0016024410389936805,10,8.649054608998994e-06,0.5410138248847927,0.48325652841781874,,PRUNED
143,143,0.5324116743471582,2021-02-14 02:18:12.537718,2021-02-14 02:18:25.407907,0 days 00:00:12.870189,0.0009394550376575978,15,2.2640480602075992e-05,0.5324116743471582,,,PRUNED
144,144,0.46728110599078343,2021-02-14 02:18:25.408111,2021-02-14 02:20:22.074894,0 days 00:01:56.666783,0.0037818271163495088,25,0.000305874133064219,0.6150537634408603,0.6159754224270353,0.46728110599078343,PRUNED
145,145,0.533026113671275,2021-02-14 02:20:22.075173,2021-02-14 02:20:37.364712,0 days 00:00:15.289539,0.013249503078396938,20,2.412546905990405e-07,0.533026113671275,,,PRUNED
146,146,0.5219662058371736,2021-02-14 02:20:37.364906,2021-02-14 02:21:16.576039,0 days 00:00:39.211133,0.00040392110512400413,15,0.0007855362117096561,0.5219662058371736,,,PRUNED
147,147,0.4377880184331797,2021-02-14 02:21:16.576256,2021-02-14 02:21:32.002896,0 days 00:00:15.426640,0.0022654044427262215,5,6.779350396853465e-07,0.4377880184331797,,,PRUNED
148,148,0.5317972350230414,2021-02-14 02:21:32.003097,2021-02-14 02:23:24.320134,0 days 00:01:52.317037,0.0006573009421409915,40,2.556922412292367e-05,0.580952380952381,0.5317972350230414,,PRUNED
149,149,0.5327188940092166,2021-02-14 02:23:24.320382,2021-02-14 02:23:41.978762,0 days 00:00:17.658380,0.0005476852895445848,15,1.1975825686878956e-05,0.5327188940092166,,,PRUNED
150,150,0.49001536098310294,2021-02-14 02:23:41.978973,2021-02-14 02:23:57.815375,0 days 00:00:15.836402,0.0008179912466107593,40,5.598786954210149e-06,0.49001536098310294,,,PRUNED
151,151,0.5136712749615976,2021-02-14 02:23:57.815599,2021-02-14 02:24:34.694945,0 days 00:00:36.879346,4.8585986643310384e-05,20,8.138977256048565e-06,0.5136712749615976,,,PRUNED
152,152,0.5167434715821813,2021-02-14 02:24:34.695137,2021-02-14 02:24:51.683432,0 days 00:00:16.988295,0.0011036211836850834,10,1.812751956376022e-06,0.5167434715821813,,,PRUNED
153,153,0.48540706605222733,2021-02-14 02:24:51.683633,2021-02-14 02:25:31.027960,0 days 00:00:39.344327,0.001294863998969854,10,8.998281337900595e-07,0.591705069124424,0.48540706605222733,,PRUNED
154,154,0.5161290322580645,2021-02-14 02:25:31.028151,2021-02-14 02:26:11.697837,0 days 00:00:40.669686,0.00131046340344163,30,0.00012834760446645138,0.5161290322580645,,,PRUNED
155,155,0.49001536098310294,2021-02-14 02:26:11.698047,2021-02-14 02:26:27.234295,0 days 00:00:15.536248,0.003099503155429417,5,2.8371277715403947e-06,0.49001536098310294,,,PRUNED
156,156,0.48141321044546853,2021-02-14 02:26:27.234518,2021-02-14 02:26:41.181075,0 days 00:00:13.946557,0.0014971688538312404,10,3.647798796322694e-06,0.48141321044546853,,,PRUNED
157,157,0.5314900153609831,2021-02-14 02:26:41.181295,2021-02-14 02:28:35.592642,0 days 00:01:54.411347,0.0030054961298712386,35,1.6844823234333913e-05,0.5864823348694317,0.5314900153609831,,PRUNED
158,158,0.4153609831029186,2021-02-14 02:28:35.592847,2021-02-14 02:29:14.122226,0 days 00:00:38.529379,0.008077969949509914,20,6.26120360190681e-05,0.4153609831029186,,,PRUNED
159,159,0.5311827956989247,2021-02-14 02:29:14.122431,2021-02-14 02:31:10.291643,0 days 00:01:56.169212,0.00013462966755660528,45,0.00039067591455864534,0.5631336405529954,0.5311827956989247,,PRUNED
160,160,0.47096774193548385,2021-02-14 02:31:10.291857,2021-02-14 02:31:25.906136,0 days 00:00:15.614279,0.0006791300883226244,15,3.494843582418932e-07,0.47096774193548385,,,PRUNED
161,161,0.4448540706605223,2021-02-14 02:31:25.906388,2021-02-14 02:32:04.222158,0 days 00:00:38.315770,0.0011828686929119916,25,3.7275762889170894e-05,0.4448540706605223,,,PRUNED
162,162,0.39477726574500765,2021-02-14 02:32:04.222452,2021-02-14 02:32:44.365399,0 days 00:00:40.142947,0.00226032160743138,20,7.1574897354554905e-06,0.5333333333333333,0.39477726574500765,,PRUNED
163,163,0.5029185867895545,2021-02-14 02:32:44.365593,2021-02-14 02:34:39.169658,0 days 00:01:54.804065,0.0002546010547241198,40,1.2110881778624528e-05,0.5609831029185868,0.5029185867895545,,PRUNED
164,164,0.5158218125960061,2021-02-14 02:34:39.169980,2021-02-14 02:34:54.597198,0 days 00:00:15.427218,0.0018432967255065061,5,1.3016867466399727e-07,0.5158218125960061,,,PRUNED
165,165,0.4989247311827957,2021-02-14 02:34:54.597406,2021-02-14 02:36:47.137434,0 days 00:01:52.540028,0.008929123218446008,45,0.0008435852219929106,0.4989247311827957,,,PRUNED
166,166,0.4804915514592934,2021-02-14 02:36:47.137737,2021-02-14 02:37:28.980735,0 days 00:00:41.842998,0.0002114778889417254,40,3.9087518058241446e-06,0.4804915514592934,,,PRUNED
167,167,0.5244239631336406,2021-02-14 02:37:28.980946,2021-02-14 02:37:41.727864,0 days 00:00:12.746918,0.0009114986544389427,10,1.6245045058179153e-05,0.5244239631336406,,,PRUNED
168,168,0.5,2021-02-14 02:37:41.728075,2021-02-14 02:37:56.298555,0 days 00:00:14.570480,0.007632341949683003,30,1.3435226760027552e-06,0.5,,,PRUNED
169,169,0.5468509984639017,2021-02-14 02:37:56.298804,2021-02-14 02:42:55.820123,0 days 00:04:59.521319,0.0003977058324562966,20,5.8551713144234755e-05,0.5665130568356375,,,COMPLETE
170,170,0.5216589861751152,2021-02-14 02:42:55.820775,2021-02-14 02:44:50.283502,0 days 00:01:54.462727,0.00185270945726341,40,0.00019713567643711452,0.5216589861751152,,,PRUNED
171,171,0.44915514592933947,2021-02-14 02:44:50.283736,2021-02-14 02:45:03.827372,0 days 00:00:13.543636,0.002684374140068599,10,2.4815998067554484e-06,0.44915514592933947,,,PRUNED
172,172,0.4715821812596006,2021-02-14 02:45:03.827599,2021-02-14 02:45:20.741061,0 days 00:00:16.913462,0.004156493820114216,10,3.601196087805934e-06,0.4715821812596006,,,PRUNED
173,173,0.4399385560675883,2021-02-14 02:45:20.741276,2021-02-14 02:45:36.600056,0 days 00:00:15.858780,0.001094496649752025,5,4.685574164956009e-06,0.4399385560675883,,,PRUNED
174,174,0.522273425499232,2021-02-14 02:45:36.600271,2021-02-14 02:46:14.159581,0 days 00:00:37.559310,0.0034331710314816377,10,8.303223066393744e-06,0.5511520737327189,0.522273425499232,,PRUNED
175,175,0.5019969278033795,2021-02-14 02:46:14.159817,2021-02-14 02:46:30.702891,0 days 00:00:16.543074,0.00175833075212205,15,5.383678794303134e-07,0.5019969278033795,,,PRUNED
176,176,0.5124423963133641,2021-02-14 02:46:30.703212,2021-02-14 02:46:46.146753,0 days 00:00:15.443541,0.0013015261800163752,5,2.29110163172217e-06,0.5124423963133641,,,PRUNED
177,177,0.5032258064516129,2021-02-14 02:46:46.147001,2021-02-14 02:47:24.025296,0 days 00:00:37.878295,0.005181936928752858,10,1.1063198987171702e-06,0.5465437788018433,0.5032258064516129,,PRUNED
178,178,0.4436251920122888,2021-02-14 02:47:24.025511,2021-02-14 02:48:05.591564,0 days 00:00:41.566053,0.0024835296917891762,15,1.6978126131090593e-06,0.5391705069124424,0.4436251920122888,,PRUNED
179,179,0.5526881720430108,2021-02-14 02:48:05.591779,2021-02-14 02:49:57.446304,0 days 00:01:51.854525,0.00046232602899850763,5,7.858465339245691e-07,0.6310291858678956,0.5486943164362519,0.5526881720430108,PRUNED
180,180,0.5490015360983103,2021-02-14 02:49:57.446535,2021-02-14 02:51:54.343810,0 days 00:01:56.897275,0.00021391502514756493,5,6.898565673346821e-07,0.5775729646697388,0.5563748079877112,0.5490015360983103,PRUNED
181,181,0.469431643625192,2021-02-14 02:51:54.344037,2021-02-14 02:52:32.828937,0 days 00:00:38.484900,0.00044731111471319,5,3.9220573136606923e-07,0.5619047619047619,0.469431643625192,,PRUNED
182,182,0.5788018433179724,2021-02-14 02:52:32.829223,2021-02-14 02:57:30.757258,0 days 00:04:57.928035,0.0004001893650655625,45,6.929161163685774e-06,0.5920122887864824,0.6181259600614439,,COMPLETE
183,183,0.4497695852534562,2021-02-14 02:57:30.757963,2021-02-14 02:58:09.467449,0 days 00:00:38.709486,7.256476522251543e-05,50,5.330028115232073e-06,0.4497695852534562,,,PRUNED
184,184,0.44577572964669737,2021-02-14 02:58:09.467664,2021-02-14 02:58:23.195547,0 days 00:00:13.727883,0.00016887913961745972,5,8.298301754894605e-07,0.44577572964669737,,,PRUNED
185,185,0.4838709677419355,2021-02-14 02:58:23.195786,2021-02-14 03:03:21.826038,0 days 00:04:58.630252,0.0004227435767166777,45,3.0568563543752603e-06,0.565284178187404,0.5720430107526882,,COMPLETE
186,186,0.5130568356374808,2021-02-14 03:03:21.826665,2021-02-14 03:03:35.447407,0 days 00:00:13.620742,0.0003415815483330349,5,6.328267505442195e-07,0.5130568356374808,,,PRUNED
187,187,0.4344086021505376,2021-02-14 03:03:35.447636,2021-02-14 03:04:16.404700,0 days 00:00:40.957064,0.0003730977104502801,50,8.078736315363607e-06,0.4344086021505376,,,PRUNED
188,188,0.4792626728110599,2021-02-14 03:04:16.404990,2021-02-14 03:06:09.344234,0 days 00:01:52.939244,0.0007946607095529778,10,2.921487566154343e-05,0.4792626728110599,,,PRUNED
189,189,0.4740399385560676,2021-02-14 03:06:09.344455,2021-02-14 03:08:07.769388,0 days 00:01:58.424933,0.003464322977232173,25,0.0005077522765963275,0.4740399385560676,,,PRUNED
190,190,0.5145929339477726,2021-02-14 03:08:07.769614,2021-02-14 03:08:46.430069,0 days 00:00:38.660455,0.0007325175206728825,45,6.614247539701839e-05,0.5145929339477726,,,PRUNED
191,191,0.5179723502304148,2021-02-14 03:08:46.430298,2021-02-14 03:09:02.033232,0 days 00:00:15.602934,0.00024772881716885923,5,7.239174667731938e-07,0.5179723502304148,,,PRUNED
192,192,0.5397849462365591,2021-02-14 03:09:02.033458,2021-02-14 03:09:39.848802,0 days 00:00:37.815344,0.0013225992553775943,35,1.0918417003658935e-07,0.5397849462365591,,,PRUNED
193,193,0.44070660522273425,2021-02-14 03:09:39.849040,2021-02-14 03:11:38.343962,0 days 00:01:58.494922,0.01997315976785463,30,0.0005695410767784778,0.44070660522273425,,,PRUNED
194,194,0.3953917050691244,2021-02-14 03:11:38.344199,2021-02-14 03:13:32.162459,0 days 00:01:53.818260,0.008054898433503486,5,2.3687102902017768e-07,0.3953917050691244,,,PRUNED
195,195,0.40890937019969276,2021-02-14 03:13:32.162977,2021-02-14 03:13:48.180458,0 days 00:00:16.017481,0.0006587553541754978,5,9.708979610758347e-07,0.40890937019969276,,,PRUNED
196,196,0.5050691244239631,2021-02-14 03:13:48.180678,2021-02-14 03:14:03.879742,0 days 00:00:15.699064,7.73842448382628e-05,10,4.5006881921583057e-07,0.5050691244239631,,,PRUNED
197,197,0.5081413210445469,2021-02-14 03:14:03.879971,2021-02-14 03:14:42.378410,0 days 00:00:38.498439,0.00010106742510417166,30,1.0847586943481158e-06,0.5081413210445469,,,PRUNED
198,198,0.45130568356374806,2021-02-14 03:14:42.378830,2021-02-14 03:16:37.634697,0 days 00:01:55.255867,0.0002167121260981087,5,1.3289945088212532e-06,0.546236559139785,0.5490015360983103,0.45130568356374806,PRUNED
199,199,0.49738863287250384,2021-02-14 03:16:37.634910,2021-02-14 03:16:50.833865,0 days 00:00:13.198955,0.0006054276670206111,10,2.1290184550463523e-07,0.49738863287250384,,,PRUNED
200,200,0.584331797235023,2021-02-14 03:16:50.834094,2021-02-14 03:21:51.714989,0 days 00:05:00.880895,0.00027636309374668143,25,2.848631102313529e-07,0.5385560675883256,0.6092165898617512,0.6675883256528418,COMPLETE
201,201,0.469431643625192,2021-02-14 03:21:51.715953,2021-02-14 03:22:08.043141,0 days 00:00:16.327188,0.00038662320925897224,25,3.216473781347583e-07,0.469431643625192,,,PRUNED
202,202,0.5023041474654378,2021-02-14 03:22:08.043361,2021-02-14 03:22:23.670634,0 days 00:00:15.627273,0.0007562718444505404,25,2.6907811082963584e-07,0.5023041474654378,,,PRUNED
203,203,0.454531490015361,2021-02-14 03:22:23.670852,2021-02-14 03:22:37.892784,0 days 00:00:14.221932,0.00012160715008441116,30,5.212798529582994e-07,0.454531490015361,,,PRUNED
204,204,0.5321044546850998,2021-02-14 03:22:37.892993,2021-02-14 03:24:32.448862,0 days 00:01:54.555869,0.00017413650171225922,40,1.7830521325718106e-05,0.5695852534562212,0.5321044546850998,,PRUNED
205,205,0.458678955453149,2021-02-14 03:24:32.449085,2021-02-14 03:25:10.949546,0 days 00:00:38.500461,0.0002878799314669762,25,1.710009441302449e-07,0.5513056835637481,0.458678955453149,,PRUNED
206,206,0.48509984639016895,2021-02-14 03:25:10.949767,2021-02-14 03:25:52.860411,0 days 00:00:41.910644,0.0005310588623725479,45,1.0827113160305409e-05,0.48509984639016895,,,PRUNED
207,207,0.511520737327189,2021-02-14 03:25:52.860757,2021-02-14 03:26:29.712132,0 days 00:00:36.851375,0.00032180710698797156,40,2.993907075918902e-05,0.511520737327189,,,PRUNED
208,208,0.5,2021-02-14 03:26:29.712356,2021-02-14 03:28:26.735936,0 days 00:01:57.023580,0.011957889776056465,15,9.480105860508411e-06,0.5,,,PRUNED
209,209,0.4817204301075269,2021-02-14 03:28:26.736164,2021-02-14 03:30:19.428457,0 days 00:01:52.692293,0.004695695626208198,10,3.1668533093654867e-06,0.4817204301075269,,,PRUNED
210,210,0.5,2021-02-14 03:30:19.428721,2021-02-14 03:30:34.762568,0 days 00:00:15.333847,0.01961393749687643,20,3.668670666625764e-07,0.5,,,PRUNED
211,211,0.47956989247311826,2021-02-14 03:30:34.762809,2021-02-14 03:30:50.224475,0 days 00:00:15.461666,0.0002789505527766393,5,7.308869611983983e-07,0.47956989247311826,,,PRUNED
212,212,0.4414746543778802,2021-02-14 03:30:50.224696,2021-02-14 03:31:03.522652,0 days 00:00:13.297956,0.0004585634610218004,25,2.0111390289654137e-06,0.4414746543778802,,,PRUNED
213,213,0.4307219662058372,2021-02-14 03:31:03.522858,2021-02-14 03:31:17.047208,0 days 00:00:13.524350,0.00015537266490201005,35,2.863364672230584e-06,0.4307219662058372,,,PRUNED
214,214,0.47357910906298,2021-02-14 03:31:17.047430,2021-02-14 03:33:14.961404,0 days 00:01:57.913974,0.008133589506302375,5,4.5470124966501445e-07,0.47357910906298,,,PRUNED
215,215,0.511520737327189,2021-02-14 03:33:14.961635,2021-02-14 03:38:11.901885,0 days 00:04:56.940250,0.002958816673386663,15,0.00034592108213633626,0.5539170506912442,,,COMPLETE
216,216,0.5502304147465438,2021-02-14 03:38:11.902503,2021-02-14 03:43:09.238094,0 days 00:04:57.335591,0.004671090061056078,20,1.7537263445972202e-05,0.5502304147465438,,,COMPLETE
217,217,0.5035330261136712,2021-02-14 03:43:09.238734,2021-02-14 03:43:51.200374,0 days 00:00:41.961640,3.274134838634605e-05,35,6.426809332546402e-06,0.5035330261136712,,,PRUNED
218,218,0.4881720430107527,2021-02-14 03:43:51.200679,2021-02-14 03:44:06.493878,0 days 00:00:15.293199,0.0014316217442857616,5,1.0639549079666318e-06,0.4881720430107527,,,PRUNED
219,219,0.47250384024577574,2021-02-14 03:44:06.494095,2021-02-14 03:44:19.308906,0 days 00:00:12.814811,0.0005279350863701665,20,1.4828560956878434e-06,0.47250384024577574,,,PRUNED
220,220,0.44577572964669737,2021-02-14 03:44:19.309156,2021-02-14 03:44:33.969043,0 days 00:00:14.659887,0.001987794602068144,10,4.865478365184925e-07,0.44577572964669737,,,PRUNED
221,221,0.4698924731182796,2021-02-14 03:44:33.969378,2021-02-14 03:45:15.371886,0 days 00:00:41.402508,0.00018865426099059693,40,2.5411737375527345e-07,0.4698924731182796,,,PRUNED
222,222,0.4576036866359447,2021-02-14 03:45:15.372110,2021-02-14 03:45:28.574099,0 days 00:00:13.201989,0.00019225339167183277,5,1.6742985832030678e-07,0.4576036866359447,,,PRUNED
223,223,0.48632872503840247,2021-02-14 03:45:28.574329,2021-02-14 03:46:09.661580,0 days 00:00:41.087251,0.0001344336015067879,50,1.4232582627728205e-05,0.48632872503840247,,,PRUNED
224,224,0.5683563748079877,2021-02-14 03:46:09.661806,2021-02-14 03:48:01.415326,0 days 00:01:51.753520,0.002790492550163593,10,4.1283696276163784e-06,0.6162826420890937,0.5963133640552996,0.5683563748079877,PRUNED
225,225,0.5407066052227343,2021-02-14 03:48:01.415562,2021-02-14 03:53:00.011911,0 days 00:04:58.596349,0.0010987870315595076,45,0.00017931310949711264,0.5612903225806452,0.5729646697388633,,COMPLETE
226,226,0.44915514592933947,2021-02-14 03:53:00.012552,2021-02-14 03:54:56.134643,0 days 00:01:56.122091,0.001133434783499112,45,0.0002069868067930327,0.5563748079877112,0.44915514592933947,,PRUNED
227,227,0.5035330261136712,2021-02-14 03:54:56.134861,2021-02-14 03:55:35.694673,0 days 00:00:39.559812,0.0016433831182251194,10,4.258530056534604e-06,0.6135176651305684,0.5035330261136712,,PRUNED
228,228,0.5310291858678955,2021-02-14 03:55:35.694911,2021-02-14 04:00:34.660356,0 days 00:04:58.965445,0.005646660070175822,30,1.5853037630243433e-05,0.5619047619047619,,,COMPLETE
229,229,0.4752688172043011,2021-02-14 04:00:34.661019,2021-02-14 04:00:50.363725,0 days 00:00:15.702706,0.0008449847235574658,10,6.242286508569702e-06,0.4752688172043011,,,PRUNED
230,230,0.5182795698924731,2021-02-14 04:00:50.363988,2021-02-14 04:01:28.761318,0 days 00:00:38.397330,0.002584639220952544,50,9.750990537006659e-05,0.5182795698924731,,,PRUNED
231,231,0.5686635944700461,2021-02-14 04:01:28.761573,2021-02-14 04:06:22.782735,0 days 00:04:54.021162,0.0018910982423390552,20,0.00022342687103465712,0.6125960061443932,,,COMPLETE
232,232,0.5072196620583718,2021-02-14 04:06:22.783374,2021-02-14 04:07:04.854083,0 days 00:00:42.070709,0.0016231041879113922,50,0.0003344589077999807,0.5072196620583718,,,PRUNED
233,233,0.4313364055299539,2021-02-14 04:07:04.854483,2021-02-14 04:07:20.532831,0 days 00:00:15.678348,0.00032535612051897984,15,5.126136942669535e-06,0.4313364055299539,,,PRUNED
234,234,0.5210445468509984,2021-02-14 04:07:20.533082,2021-02-14 04:07:33.519736,0 days 00:00:12.986654,0.0029931348343871103,10,3.342738613103607e-06,0.5210445468509984,,,PRUNED
235,235,0.44823348694316434,2021-02-14 04:07:33.519967,2021-02-14 04:08:14.912202,0 days 00:00:41.392235,0.0005218952792564401,45,0.00019575069105499788,0.44823348694316434,,,PRUNED
236,236,0.5112135176651306,2021-02-14 04:08:14.912549,2021-02-14 04:08:30.523563,0 days 00:00:15.611014,0.001101035690176365,5,2.431584726193946e-06,0.5112135176651306,,,PRUNED
237,237,0.38771121351766513,2021-02-14 04:08:30.523839,2021-02-14 04:09:08.419361,0 days 00:00:37.895522,0.0009292124972485884,35,2.3432755991254832e-05,0.38771121351766513,,,PRUNED
238,238,0.4964669738863287,2021-02-14 04:09:08.419657,2021-02-14 04:09:24.171438,0 days 00:00:15.751781,0.0021460505902056275,10,8.778409698847536e-07,0.4964669738863287,,,PRUNED
239,239,0.4943164362519201,2021-02-14 04:09:24.171682,2021-02-14 04:11:17.204721,0 days 00:01:53.033039,0.002045458470944648,20,0.0001045367685418832,0.4943164362519201,,,PRUNED
240,240,0.48141321044546853,2021-02-14 04:11:17.204986,2021-02-14 04:11:33.371465,0 days 00:00:16.166479,0.0025019483079853585,5,1.7066788173199197e-06,0.48141321044546853,,,PRUNED
241,241,0.5127496159754225,2021-02-14 04:11:33.371815,2021-02-14 04:11:49.234996,0 days 00:00:15.863181,0.0009892457136314644,10,1.223428258535887e-06,0.5127496159754225,,,PRUNED
242,242,0.5348694316436252,2021-02-14 04:11:49.235236,2021-02-14 04:13:41.292347,0 days 00:01:52.057111,0.001243365032880954,20,0.00020731228544828306,0.5348694316436252,,,PRUNED
243,243,0.4847926267281106,2021-02-14 04:13:41.292583,2021-02-14 04:14:24.125623,0 days 00:00:42.833040,0.000905473739861847,40,0.0005144247365450126,0.4847926267281106,,,PRUNED
244,244,0.5612903225806452,2021-02-14 04:14:24.126039,2021-02-14 04:16:16.383604,0 days 00:01:52.257565,1.4311083905947405e-05,45,5.64478333085668e-05,0.5637480798771122,0.5612903225806452,,PRUNED
245,245,0.44270353302611365,2021-02-14 04:16:16.383861,2021-02-14 04:16:32.924143,0 days 00:00:16.540282,0.0013119485601465557,45,2.5245658149638043e-07,0.44270353302611365,,,PRUNED
246,246,0.4685099846390169,2021-02-14 04:16:32.924758,2021-02-14 04:17:11.827433,0 days 00:00:38.902675,0.003369069019134507,10,3.601142723268062e-06,0.5216589861751152,0.4685099846390169,,PRUNED
247,247,0.5250384024577573,2021-02-14 04:17:11.827684,2021-02-14 04:17:53.062886,0 days 00:00:41.235202,0.0019807341031230496,15,1.8359476419802373e-05,0.5253456221198156,0.5250384024577573,,PRUNED
248,248,0.49615975422427033,2021-02-14 04:17:53.063157,2021-02-14 04:22:50.873060,0 days 00:04:57.809903,0.000251214822120015,40,9.325078836299331e-05,0.549615975422427,0.5723502304147465,,COMPLETE
249,249,0.5290322580645161,2021-02-14 04:22:50.873713,2021-02-14 04:23:28.431246,0 days 00:00:37.557533,0.0054396529437471825,45,3.4370111590477294e-05,0.5290322580645161,,,PRUNED
250,250,0.513978494623656,2021-02-14 04:23:28.431501,2021-02-14 04:24:10.670945,0 days 00:00:42.239444,0.000690986158677609,30,6.729817042405722e-06,0.513978494623656,,,PRUNED
251,251,0.46390168970814133,2021-02-14 04:24:10.671190,2021-02-14 04:24:48.891445,0 days 00:00:38.220255,0.002772771214735068,10,2.0659037836637954e-06,0.5708141321044546,0.46390168970814133,,PRUNED
252,252,0.5314900153609831,2021-02-14 04:24:48.891716,2021-02-14 04:26:42.955602,0 days 00:01:54.063886,0.00030741860379272784,35,0.0001607046125515002,0.576036866359447,0.5314900153609831,,PRUNED
253,253,0.5133640552995392,2021-02-14 04:26:42.955824,2021-02-14 04:26:56.417783,0 days 00:00:13.461959,0.0015947943210254673,30,2.8166570363337145e-06,0.5133640552995392,,,PRUNED
254,254,0.5204301075268817,2021-02-14 04:26:56.418030,2021-02-14 04:31:54.715838,0 days 00:04:58.297808,0.004131452258758568,25,0.0006343443729406121,0.5591397849462365,,,COMPLETE
255,255,0.46390168970814133,2021-02-14 04:31:54.716547,2021-02-14 04:32:11.137705,0 days 00:00:16.421158,0.0003906674436200842,10,7.390034499778502e-06,0.46390168970814133,,,PRUNED
256,256,0.46912442396313364,2021-02-14 04:32:11.137961,2021-02-14 04:32:49.440181,0 days 00:00:38.302220,0.0023278339617604955,5,1.2602418545363727e-05,0.5367127496159754,0.46912442396313364,,PRUNED
257,257,0.5056835637480799,2021-02-14 04:32:49.440460,2021-02-14 04:33:31.132166,0 days 00:00:41.691706,6.219804316854655e-05,40,2.5624264698623295e-06,0.5056835637480799,,,PRUNED
258,258,0.5052227342549923,2021-02-14 04:33:31.132515,2021-02-14 04:35:23.052954,0 days 00:01:51.920439,0.00641513038607119,15,4.278753620194085e-06,0.5416282642089094,0.5499231950844854,0.5052227342549923,PRUNED
259,259,0.46697388632872505,2021-02-14 04:35:23.053193,2021-02-14 04:35:39.676616,0 days 00:00:16.623423,0.001853500899642674,5,6.382277307736257e-07,0.46697388632872505,,,PRUNED
260,260,0.5152073732718894,2021-02-14 04:35:39.676868,2021-02-14 04:40:37.368620,0 days 00:04:57.691752,0.0006978568208984653,20,0.00029561369739369083,0.552073732718894,,,COMPLETE
261,261,0.5176651305683564,2021-02-14 04:40:37.369277,2021-02-14 04:41:15.641344,0 days 00:00:38.272067,0.001624379931098582,45,4.707229005708826e-05,0.5176651305683564,,,PRUNED
