,number,value,datetime_start,datetime_complete,duration,params_lr,params_out_dim,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,state
262,262,0.4181259600614439,2021-02-14 04:41:15.641593,2021-02-14 04:41:30.970391,0 days 00:00:15.328798,0.0014034481510257102,10,3.353073742343055e-05,0.4181259600614439,,,PRUNED
263,263,0.533026113671275,2021-02-14 04:41:30.970771,2021-02-14 04:46:30.427568,0 days 00:04:59.456797,0.0026686977435667327,15,6.055448961562002e-06,0.6353302611367128,,,COMPLETE
264,264,0.5800307219662059,2021-02-14 04:46:30.428232,2021-02-14 04:51:28.928938,0 days 00:04:58.500706,0.0042516833591144994,25,1.0420330499497936e-05,0.584331797235023,0.5729646697388633,,COMPLETE
265,265,0.41996927803379414,2021-02-14 04:51:28.929602,2021-02-14 04:52:06.261592,0 days 00:00:37.331990,0.0044694964492873425,30,9.565830757080547e-06,0.41996927803379414,,,PRUNED
266,266,0.4362519201228879,2021-02-14 04:52:06.261834,2021-02-14 04:52:48.898194,0 days 00:00:42.636360,0.0022697206280300236,25,4.878082710705435e-06,0.4362519201228879,,,PRUNED
267,267,0.5,2021-02-14 04:52:48.898545,2021-02-14 04:53:03.648403,0 days 00:00:14.749858,0.008752671092148088,20,5.380383719112468e-06,0.5,,,PRUNED
268,268,0.46021505376344085,2021-02-14 04:53:03.648625,2021-02-14 04:53:42.850179,0 days 00:00:39.201554,0.0035658401404124918,25,1.9137910647783984e-05,0.46021505376344085,,,PRUNED
269,269,0.5228878648233487,2021-02-14 04:53:42.850443,2021-02-14 04:55:36.336437,0 days 00:01:53.485994,0.000496540925666601,45,0.00015376530838652458,0.5228878648233487,,,PRUNED
270,270,0.5032258064516129,2021-02-14 04:55:36.336719,2021-02-14 04:56:18.109844,0 days 00:00:41.773125,0.00207574935487313,25,4.676147491466458e-06,0.5536098310291858,0.5032258064516129,,PRUNED
271,271,0.5483870967741935,2021-02-14 04:56:18.110137,2021-02-14 05:01:17.757077,0 days 00:04:59.646940,0.006401946297511782,15,1.3692106689869277e-06,0.6138248847926268,,,COMPLETE
272,272,0.49185867895545315,2021-02-14 05:01:17.757748,2021-02-14 05:01:55.304395,0 days 00:00:37.546647,0.0045074932658241825,20,5.926028433924794e-06,0.5788018433179724,0.49185867895545315,,PRUNED
273,273,0.4792626728110599,2021-02-14 05:01:55.304768,2021-02-14 05:06:50.195314,0 days 00:04:54.890546,0.002822744990623832,25,3.7426569203584925e-06,0.5582181259600615,0.602457757296467,0.5741935483870968,COMPLETE
274,274,0.5643625192012289,2021-02-14 05:06:50.195971,2021-02-14 05:08:44.363910,0 days 00:01:54.167939,0.002881489357983048,25,2.9536093657391463e-06,0.5376344086021505,0.5600614439324116,0.5643625192012289,PRUNED
275,275,0.42795698924731185,2021-02-14 05:08:44.364160,2021-02-14 05:09:22.346750,0 days 00:00:37.982590,0.006329793373707792,20,1.4612799524757457e-05,0.42795698924731185,,,PRUNED
276,276,0.5,2021-02-14 05:09:22.347013,2021-02-14 05:10:03.672214,0 days 00:00:41.325201,0.01134096612711662,30,3.882755769205747e-06,0.5,,,PRUNED
277,277,0.5105990783410138,2021-02-14 05:10:03.672581,2021-02-14 05:15:02.260437,0 days 00:04:58.587856,0.0017608909568154812,30,0.00028854518419411224,0.5763440860215053,,,COMPLETE
278,278,0.5170506912442396,2021-02-14 05:15:02.261109,2021-02-14 05:15:15.746990,0 days 00:00:13.485881,0.003628025269894936,25,2.677552680863095e-06,0.5170506912442396,,,PRUNED
279,279,0.5016897081413211,2021-02-14 05:15:15.747215,2021-02-14 05:15:56.440514,0 days 00:00:40.693299,0.0028041177905692377,25,3.201641454767493e-06,0.5560675883256528,0.5016897081413211,,PRUNED
280,280,0.4150537634408602,2021-02-14 05:15:56.440882,2021-02-14 05:16:12.000579,0 days 00:00:15.559697,0.0002308943275018459,25,4.0760221913040107e-07,0.4150537634408602,,,PRUNED
281,281,0.4359447004608295,2021-02-14 05:16:12.000830,2021-02-14 05:16:26.022493,0 days 00:00:14.021663,0.0016630788413612432,25,2.2520992696429e-06,0.4359447004608295,,,PRUNED
282,282,0.5296466973886329,2021-02-14 05:16:26.022730,2021-02-14 05:17:05.929461,0 days 00:00:39.906731,0.0004733126197183065,35,9.826863508156144e-06,0.5296466973886329,,,PRUNED
283,283,0.3717357910906298,2021-02-14 05:17:05.929744,2021-02-14 05:17:21.243926,0 days 00:00:15.314182,0.002423407966951135,25,2.9278083783407247e-07,0.3717357910906298,,,PRUNED
284,284,0.5410138248847927,2021-02-14 05:17:21.244202,2021-02-14 05:19:13.279858,0 days 00:01:52.035656,0.00030190218163796926,10,0.000996108994556109,0.5410138248847927,,,PRUNED
285,285,0.4998463901689708,2021-02-14 05:19:13.280205,2021-02-14 05:21:09.421488,0 days 00:01:56.141283,0.0038708705053366373,30,3.861186909582368e-06,0.5402457757296467,0.5831029185867895,0.4998463901689708,PRUNED
286,286,0.4626728110599078,2021-02-14 05:21:09.421719,2021-02-14 05:23:03.278335,0 days 00:01:53.856616,0.0036790831039566966,35,1.6384993215263236e-05,0.4626728110599078,,,PRUNED
287,287,0.49216589861751153,2021-02-14 05:23:03.278592,2021-02-14 05:24:56.311498,0 days 00:01:53.032906,0.0029400507766166595,45,0.0002670066244643348,0.5877112135176651,0.49216589861751153,,PRUNED
288,288,0.4642089093701997,2021-02-14 05:24:56.311754,2021-02-14 05:25:10.802747,0 days 00:00:14.490993,0.003215045671793471,25,3.0063924022436942e-06,0.4642089093701997,,,PRUNED
289,289,0.4509984639016897,2021-02-14 05:25:10.803027,2021-02-14 05:30:08.956222,0 days 00:04:58.153195,0.002604219518357248,5,4.090409777675359e-06,0.5410138248847927,0.5781874039938556,0.5929339477726574,COMPLETE
290,290,0.5,2021-02-14 05:30:08.956930,2021-02-14 05:32:03.267399,0 days 00:01:54.310469,0.013975675305760028,20,5.1450961899759324e-05,0.5,,,PRUNED
291,291,0.48540706605222733,2021-02-14 05:32:03.267641,2021-02-14 05:32:43.783975,0 days 00:00:40.516334,0.00036569431437729217,40,7.017237817010028e-06,0.48540706605222733,,,PRUNED
292,292,0.517357910906298,2021-02-14 05:32:43.784240,2021-02-14 05:37:42.057020,0 days 00:04:58.272780,0.00101296584649817,25,9.694754510046935e-05,0.5748079877112136,,,COMPLETE
293,293,0.514900153609831,2021-02-14 05:37:42.057922,2021-02-14 05:37:57.040477,0 days 00:00:14.982555,0.0026529770350057174,5,3.6884216942339613e-06,0.514900153609831,,,PRUNED
294,294,0.5004608294930876,2021-02-14 05:37:57.040740,2021-02-14 05:42:52.534380,0 days 00:04:55.493640,0.0010671570535651046,50,0.00011245483572235932,0.5815668202764976,0.6211981566820276,,COMPLETE
295,295,0.5975422427035331,2021-02-14 05:42:52.535061,2021-02-14 05:47:50.127663,0 days 00:04:57.592602,0.00018289435584165653,5,1.8307509243321216e-06,0.6162826420890937,0.6436251920122887,0.6301075268817204,COMPLETE
296,296,0.5152073732718894,2021-02-14 05:47:50.128333,2021-02-14 05:48:32.767785,0 days 00:00:42.639452,0.0012146112512410258,5,2.108154123612418e-06,0.5456221198156682,0.5152073732718894,,PRUNED
297,297,0.5050691244239631,2021-02-14 05:48:32.768218,2021-02-14 05:49:10.316235,0 days 00:00:37.548017,0.0017355210952104021,25,1.655281326128484e-06,0.5824884792626728,0.5050691244239631,,PRUNED
298,298,0.5655913978494623,2021-02-14 05:49:10.316509,2021-02-14 05:51:06.616623,0 days 00:01:56.300114,0.00018142623650949333,5,2.4907997245741e-06,0.5769585253456221,0.6144393241167435,0.5655913978494623,PRUNED
299,299,0.48141321044546853,2021-02-14 05:51:06.616907,2021-02-14 05:52:59.886274,0 days 00:01:53.269367,0.0031798621450827916,5,2.619002233441124e-06,0.5827956989247312,0.5803379416282642,0.48141321044546853,PRUNED
300,300,0.471889400921659,2021-02-14 05:52:59.886546,2021-02-14 05:53:15.374520,0 days 00:00:15.487974,0.0001050021316742975,5,2.0237260360094997e-06,0.471889400921659,,,PRUNED
301,301,0.4218125960061444,2021-02-14 05:53:15.374856,2021-02-14 05:53:52.519545,0 days 00:00:37.144689,0.0017064717823391154,25,7.638954277879969e-05,0.4218125960061444,,,PRUNED
302,302,0.5087557603686635,2021-02-14 05:53:52.519808,2021-02-14 05:54:09.454002,0 days 00:00:16.934194,0.0021413910994087623,5,4.702092473970729e-06,0.5087557603686635,,,PRUNED
303,303,0.5357910906298003,2021-02-14 05:54:09.454281,2021-02-14 05:59:07.812381,0 days 00:04:58.358100,0.0002292118796081687,30,0.0008704576009819217,0.5812596006144394,0.6451612903225806,,COMPLETE
304,304,0.5075268817204301,2021-02-14 05:59:07.813060,2021-02-14 06:01:00.103941,0 days 00:01:52.290881,0.0003084537718877431,5,2.9315596009090248e-06,0.5600614439324116,0.5729646697388633,0.5075268817204301,PRUNED
305,305,0.46052227342549923,2021-02-14 06:01:00.104213,2021-02-14 06:01:42.289923,0 days 00:00:42.185710,0.00021896289705180874,30,0.0005791132748629707,0.46052227342549923,,,PRUNED
306,306,0.46574500768049154,2021-02-14 06:01:42.290190,2021-02-14 06:03:34.869774,0 days 00:01:52.579584,0.0005779438303149495,25,2.3385253760382113e-05,0.5622119815668203,0.46574500768049154,,PRUNED
307,307,0.6866359447004609,2021-02-14 06:03:34.870155,2021-02-14 06:08:29.469904,0 days 00:04:54.599749,9.825148894197247e-05,35,0.0008890185085937116,0.6466973886328725,0.6104454685099846,,COMPLETE
308,308,0.38433179723502303,2021-02-14 06:08:29.470597,2021-02-14 06:08:43.004998,0 days 00:00:13.534401,0.00020062967964609845,5,4.022570722889255e-06,0.38433179723502303,,,PRUNED
309,309,0.5284178187403994,2021-02-14 06:08:43.005261,2021-02-14 06:09:25.988956,0 days 00:00:42.983695,0.00015328379438031084,35,1.4164579939378347e-05,0.5284178187403994,,,PRUNED
310,310,0.4706605222734255,2021-02-14 06:09:25.989231,2021-02-14 06:11:20.359831,0 days 00:01:54.370600,0.00661036871237042,15,9.817146990172368e-07,0.4706605222734255,,,PRUNED
311,311,0.5317972350230414,2021-02-14 06:11:20.360159,2021-02-14 06:12:00.307400,0 days 00:00:39.947241,7.700283652102025e-05,40,2.807404822880084e-05,0.5317972350230414,,,PRUNED
312,312,0.5284178187403994,2021-02-14 06:12:00.307663,2021-02-14 06:12:41.116374,0 days 00:00:40.808711,0.00011330890007882154,35,1.1214309295572953e-05,0.5284178187403994,,,PRUNED
313,313,0.48878648233486943,2021-02-14 06:12:41.116750,2021-02-14 06:12:56.871367,0 days 00:00:15.754617,0.001503233250058369,5,1.367769636734807e-06,0.48878648233486943,,,PRUNED
314,314,0.44608294930875575,2021-02-14 06:12:56.871626,2021-02-14 06:13:35.354245,0 days 00:00:38.482619,0.0001322333295162133,10,1.746995291670006e-06,0.56036866359447,0.44608294930875575,,PRUNED
315,315,0.5124423963133641,2021-02-14 06:13:35.354522,2021-02-14 06:13:51.522697,0 days 00:00:16.168175,0.0005294670664021772,25,9.912597523046764e-06,0.5124423963133641,,,PRUNED
316,316,0.45837173579109064,2021-02-14 06:13:51.522955,2021-02-14 06:14:29.579539,0 days 00:00:38.056584,2.4968520923884004e-05,45,0.0001609245785067636,0.45837173579109064,,,PRUNED
317,317,0.5001536098310292,2021-02-14 06:14:29.579828,2021-02-14 06:15:12.044813,0 days 00:00:42.464985,3.6983839461891366e-05,45,4.7475874404510185e-05,0.5001536098310292,,,PRUNED
318,318,0.5078341013824885,2021-02-14 06:15:12.045148,2021-02-14 06:15:26.731065,0 days 00:00:14.685917,0.00016723855383872204,5,2.413229423531998e-06,0.5078341013824885,,,PRUNED
319,319,0.5410138248847927,2021-02-14 06:15:26.731322,2021-02-14 06:17:22.269151,0 days 00:01:55.537829,0.00025504679663015674,10,3.3663099959489274e-06,0.5480798771121351,0.5533026113671276,0.5410138248847927,PRUNED
320,320,0.5,2021-02-14 06:17:22.269421,2021-02-14 06:19:14.560388,0 days 00:01:52.290967,0.005105357481879548,5,2.4649624865625533e-06,0.5397849462365591,0.558678955453149,0.5,PRUNED
321,321,0.6233486943164362,2021-02-14 06:19:14.560688,2021-02-14 06:24:17.457558,0 days 00:05:02.896870,5.969424049489706e-05,40,5.797818162164216e-06,0.5789554531490015,0.5769585253456221,,COMPLETE
322,322,0.5674347158218126,2021-02-14 06:24:17.458223,2021-02-14 06:26:10.479410,0 days 00:01:53.021187,9.197644589210473e-05,40,5.417629339695269e-06,0.5708141321044546,0.5674347158218126,,PRUNED
323,323,0.3898617511520737,2021-02-14 06:26:10.479698,2021-02-14 06:26:53.863711,0 days 00:00:43.384013,0.00011836023765380142,35,4.404358053607104e-06,0.3898617511520737,,,PRUNED
324,324,0.4875576036866359,2021-02-14 06:26:53.864011,2021-02-14 06:27:32.372990,0 days 00:00:38.508979,5.137457951689236e-05,40,3.1999311008805863e-06,0.4875576036866359,,,PRUNED
325,325,0.4433179723502304,2021-02-14 06:27:32.373338,2021-02-14 06:27:48.089489,0 days 00:00:15.716151,0.00014726618669279857,30,1.0893186293562595e-06,0.4433179723502304,,,PRUNED
326,326,0.5308755760368664,2021-02-14 06:27:48.089783,2021-02-14 06:28:03.709347,0 days 00:00:15.619564,0.0023458209198609216,10,6.4842238433969255e-06,0.5308755760368664,,,PRUNED
327,327,0.4574500768049155,2021-02-14 06:28:03.709629,2021-02-14 06:28:16.883091,0 days 00:00:13.173462,0.0002019375219415434,5,8.558843838479982e-07,0.4574500768049155,,,PRUNED
328,328,0.5075268817204301,2021-02-14 06:28:16.883365,2021-02-14 06:28:57.806003,0 days 00:00:40.922638,0.00017202952145853453,45,8.358179018765061e-06,0.5075268817204301,,,PRUNED
329,329,0.4626728110599078,2021-02-14 06:28:57.806273,2021-02-14 06:29:13.287548,0 days 00:00:15.481275,0.00018563566185182716,5,5.664987550221982e-07,0.4626728110599078,,,PRUNED
330,330,0.5,2021-02-14 06:29:13.287865,2021-02-14 06:31:07.621319,0 days 00:01:54.333454,0.011176008999233406,15,2.9011367237620806e-06,0.5,,,PRUNED
331,331,0.42427035330261137,2021-02-14 06:31:07.621589,2021-02-14 06:31:46.597525,0 days 00:00:38.975936,5.949039919730207e-05,40,2.0184708688360686e-05,0.42427035330261137,,,PRUNED
332,332,0.40153609831029186,2021-02-14 06:31:46.597797,2021-02-14 06:32:27.897252,0 days 00:00:41.299455,1.573422434113314e-05,50,6.205594350008767e-06,0.40153609831029186,,,PRUNED
333,333,0.549615975422427,2021-02-14 06:32:27.897648,2021-02-14 06:37:28.579176,0 days 00:05:00.681528,0.0066215286591363,25,1.8923341342052283e-06,0.5989247311827957,,,COMPLETE
334,334,0.514900153609831,2021-02-14 06:37:28.579841,2021-02-14 06:38:08.715097,0 days 00:00:40.135256,0.00022970197250091743,5,2.1353500753771701e-07,0.5772657450076805,0.514900153609831,,PRUNED
335,335,0.511520737327189,2021-02-14 06:38:08.715371,2021-02-14 06:40:02.407494,0 days 00:01:53.692123,0.0028515822023469184,5,1.477216032645934e-06,0.6168970814132104,0.5975422427035331,0.511520737327189,PRUNED
336,336,0.5,2021-02-14 06:40:02.407771,2021-02-14 06:42:01.283676,0 days 00:01:58.875905,0.016833451133118602,25,0.0006435460983775225,0.5,,,PRUNED
337,337,0.5,2021-02-14 06:42:01.283961,2021-02-14 06:42:14.422198,0 days 00:00:13.138237,0.012949804885919241,5,4.422852764788016e-07,0.5,,,PRUNED
338,338,0.4847926267281106,2021-02-14 06:42:14.422463,2021-02-14 06:42:28.745473,0 days 00:00:14.323010,0.001997147717636837,10,7.76022091464398e-07,0.4847926267281106,,,PRUNED
339,339,0.5278033794162826,2021-02-14 06:42:28.745760,2021-02-14 06:43:11.903435,0 days 00:00:43.157675,1.0291956047533062e-05,45,1.2515643139356964e-05,0.5278033794162826,,,PRUNED
340,340,0.5090629800307219,2021-02-14 06:43:11.903706,2021-02-14 06:45:07.123380,0 days 00:01:55.219674,0.0011140066789161892,25,1.9721940338199785e-06,0.5867895545314901,0.5695852534562212,0.5090629800307219,PRUNED
341,341,0.45284178187403995,2021-02-14 06:45:07.123726,2021-02-14 06:45:23.415591,0 days 00:00:16.291865,0.00010725339331495027,20,3.1336444187884394e-06,0.45284178187403995,,,PRUNED
342,342,0.543778801843318,2021-02-14 06:45:23.415895,2021-02-14 06:50:22.379041,0 days 00:04:58.963146,0.0026872852170191286,30,1.4991488558934032e-06,0.5619047619047619,,,COMPLETE
343,343,0.48878648233486943,2021-02-14 06:50:22.379733,2021-02-14 06:51:04.635734,0 days 00:00:42.256001,0.00039623505815904327,5,4.264670384944341e-06,0.5533026113671276,0.48878648233486943,,PRUNED
344,344,0.4599078341013825,2021-02-14 06:51:04.636070,2021-02-14 06:56:04.474632,0 days 00:04:59.838562,0.0007827007717242471,35,7.999421015639646e-06,0.5588325652841782,0.5867895545314901,,COMPLETE
345,345,0.45806451612903226,2021-02-14 06:56:04.475354,2021-02-14 06:56:18.077812,0 days 00:00:13.602458,0.0017934024391950735,5,9.461740276259938e-07,0.45806451612903226,,,PRUNED
346,346,0.5351766513056836,2021-02-14 06:56:18.078084,2021-02-14 06:56:35.331504,0 days 00:00:17.253420,0.00035233297401193877,10,3.692053245362546e-06,0.5351766513056836,,,PRUNED
347,347,0.45130568356374806,2021-02-14 06:56:35.331806,2021-02-14 06:56:51.054358,0 days 00:00:15.722552,0.00030546995259092557,10,3.1376727071185607e-06,0.45130568356374806,,,PRUNED
348,348,0.4021505376344086,2021-02-14 06:56:51.054652,2021-02-14 06:57:28.470650,0 days 00:00:37.415998,2.3187926134926585e-05,20,1.729850564210127e-06,0.4021505376344086,,,PRUNED
349,349,0.45161290322580644,2021-02-14 06:57:28.470970,2021-02-14 06:57:45.729810,0 days 00:00:17.258840,0.0002505882433704678,10,5.326694035048163e-06,0.45161290322580644,,,PRUNED
350,350,0.5456221198156682,2021-02-14 06:57:45.730148,2021-02-14 06:59:39.302955,0 days 00:01:53.572807,3.567832440149298e-05,15,9.549505335617304e-06,0.5499231950844854,0.5456221198156682,,PRUNED
351,351,0.5751152073732719,2021-02-14 06:59:39.303226,2021-02-14 07:04:42.096956,0 days 00:05:02.793730,0.00021952229963661241,30,0.0005995040124059756,0.6605222734254992,0.5732718894009217,,COMPLETE
352,352,0.40522273425499233,2021-02-14 07:04:42.097713,2021-02-14 07:05:21.394183,0 days 00:00:39.296470,0.0001461332514501064,30,0.0007465267211927467,0.40522273425499233,,,PRUNED
353,353,0.4807987711213518,2021-02-14 07:05:21.394470,2021-02-14 07:06:02.318158,0 days 00:00:40.923688,0.00029599464768006176,30,0.0006402161818176291,0.4807987711213518,,,PRUNED
354,354,0.5324116743471582,2021-02-14 07:06:02.318441,2021-02-14 07:06:40.214990,0 days 00:00:37.896549,0.00035330861848119474,35,0.0003134827019862273,0.5324116743471582,,,PRUNED
355,355,0.514900153609831,2021-02-14 07:06:40.215276,2021-02-14 07:08:32.846201,0 days 00:01:52.630925,0.001383227910379038,20,2.185314890147352e-06,0.514900153609831,,,PRUNED
356,356,0.49216589861751153,2021-02-14 07:08:32.846649,2021-02-14 07:09:14.960943,0 days 00:00:42.114294,0.00019717088790544764,25,1.644786618673685e-05,0.49216589861751153,,,PRUNED
357,357,0.5207373271889401,2021-02-14 07:09:14.961236,2021-02-14 07:09:53.306307,0 days 00:00:38.345071,0.001405086256150679,45,4.538580519352725e-06,0.5207373271889401,,,PRUNED
358,358,0.5124423963133641,2021-02-14 07:09:53.306617,2021-02-14 07:11:47.240012,0 days 00:01:53.933395,8.572161444893982e-05,40,3.266320914788533e-05,0.5563748079877112,0.5124423963133641,,PRUNED
359,359,0.5087557603686635,2021-02-14 07:11:47.240269,2021-02-14 07:12:00.623129,0 days 00:00:13.382860,0.0001854480825916532,10,2.6923555846276235e-06,0.5087557603686635,,,PRUNED
360,360,0.44930875576036866,2021-02-14 07:12:00.623416,2021-02-14 07:13:56.605177,0 days 00:01:55.981761,0.004910563405434353,35,6.0192824101440986e-06,0.44930875576036866,,,PRUNED
361,361,0.5268817204301075,2021-02-14 07:13:56.605478,2021-02-14 07:18:53.926591,0 days 00:04:57.321113,0.0020788696360157337,25,3.35591406691697e-05,0.6178187403993856,,,COMPLETE
362,362,0.5551459293394777,2021-02-14 07:18:53.927302,2021-02-14 07:23:49.948995,0 days 00:04:56.021693,0.00044685298031809067,30,0.0004291235252665769,0.5929339477726574,0.5910906298003072,,COMPLETE
363,363,0.5459293394777266,2021-02-14 07:23:49.949671,2021-02-14 07:28:47.326649,0 days 00:04:57.376978,0.0032417622299557858,20,0.00040231313325136313,0.56036866359447,,,COMPLETE
364,364,0.5164362519201229,2021-02-14 07:28:47.327334,2021-02-14 07:30:44.180336,0 days 00:01:56.853002,0.0004530607234233642,30,0.0003775013867571353,0.5904761904761905,0.5164362519201229,,PRUNED
365,365,0.523963133640553,2021-02-14 07:30:44.180628,2021-02-14 07:31:21.182067,0 days 00:00:37.001439,0.00026414315994850295,10,3.164866975251958e-07,0.556989247311828,0.523963133640553,,PRUNED
366,366,0.5382488479262673,2021-02-14 07:31:21.182322,2021-02-14 07:33:18.546449,0 days 00:01:57.364127,0.0011719774003048089,30,1.2510906612240289e-05,0.5382488479262673,,,PRUNED
367,367,0.5069124423963134,2021-02-14 07:33:18.546758,2021-02-14 07:33:32.003604,0 days 00:00:13.456846,0.00022686507736300313,25,3.462864837944537e-06,0.5069124423963134,,,PRUNED
368,368,0.45683563748079875,2021-02-14 07:33:32.003862,2021-02-14 07:33:45.452948,0 days 00:00:13.449086,0.00047672332767384967,10,1.5742488201454106e-05,0.45683563748079875,,,PRUNED
369,369,0.5268817204301075,2021-02-14 07:33:45.453229,2021-02-14 07:34:02.413679,0 days 00:00:16.960450,0.00014385294541474633,15,6.581188480690156e-07,0.5268817204301075,,,PRUNED
370,370,0.48202764976958523,2021-02-14 07:34:02.413967,2021-02-14 07:34:18.054372,0 days 00:00:15.640405,0.002375888000926529,5,4.8319843470618755e-06,0.48202764976958523,,,PRUNED
371,371,0.5019969278033795,2021-02-14 07:34:18.054690,2021-02-14 07:34:33.522390,0 days 00:00:15.467700,0.0008897365006939768,10,2.1218739195230436e-06,0.5019969278033795,,,PRUNED
372,372,0.4594470046082949,2021-02-14 07:34:33.522683,2021-02-14 07:36:26.544247,0 days 00:01:53.021564,0.0065627951282481835,10,1.111442681971857e-06,0.4594470046082949,,,PRUNED
373,373,0.47649769585253454,2021-02-14 07:36:26.544536,2021-02-14 07:37:06.689402,0 days 00:00:40.144866,0.0006212712862236325,30,0.000991872268537137,0.47649769585253454,,,PRUNED
374,374,0.5090629800307219,2021-02-14 07:37:06.689692,2021-02-14 07:37:19.874555,0 days 00:00:13.184863,0.0035179429423925373,10,3.901446464564357e-06,0.5090629800307219,,,PRUNED
375,375,0.4153609831029186,2021-02-14 07:37:19.874846,2021-02-14 07:37:36.470164,0 days 00:00:16.595318,0.0025405826670972897,10,3.0076836268343966e-06,0.4153609831029186,,,PRUNED
376,376,0.5,2021-02-14 07:37:36.470558,2021-02-14 07:39:31.411442,0 days 00:01:54.940884,0.010399925825713318,20,8.07798117293558e-07,0.5,,,PRUNED
377,377,0.49615975422427033,2021-02-14 07:39:31.411705,2021-02-14 07:41:25.403739,0 days 00:01:53.992034,0.006627284404728793,15,2.092713350066524e-06,0.49615975422427033,,,PRUNED
378,378,0.5047619047619047,2021-02-14 07:41:25.404028,2021-02-14 07:43:18.060175,0 days 00:01:52.656147,0.0005201458528619416,25,3.087975186722232e-07,0.5047619047619047,,,PRUNED
379,379,0.4552995391705069,2021-02-14 07:43:18.060459,2021-02-14 07:43:59.674805,0 days 00:00:41.614346,0.0020956281872188272,5,2.418465462932009e-06,0.6227342549923195,0.4552995391705069,,PRUNED
380,380,0.5195084485407067,2021-02-14 07:43:59.675097,2021-02-14 07:44:36.709380,0 days 00:00:37.034283,0.00012954669371712863,25,0.0005179350560313953,0.5195084485407067,,,PRUNED
381,381,0.5287250384024578,2021-02-14 07:44:36.709669,2021-02-14 07:45:19.185627,0 days 00:00:42.475958,0.00016757980176290447,30,0.00041301184766532483,0.5287250384024578,,,PRUNED
382,382,0.5585253456221199,2021-02-14 07:45:19.185911,2021-02-14 07:47:11.886719,0 days 00:01:52.700808,0.00010221008145934361,35,0.0002574555936187067,0.6236559139784946,0.5585253456221199,,PRUNED
383,383,0.48847926267281105,2021-02-14 07:47:11.887030,2021-02-14 07:49:07.420464,0 days 00:01:55.533434,0.004675630768458808,50,5.739105112748825e-06,0.48847926267281105,,,PRUNED
384,384,0.5434715821812596,2021-02-14 07:49:07.420759,2021-02-14 07:54:02.727720,0 days 00:04:55.306961,0.0002696566828553524,25,0.00016867203923266115,0.5794162826420891,0.5944700460829493,,COMPLETE
385,385,0.5536098310291858,2021-02-14 07:54:02.728442,2021-02-14 07:55:57.633101,0 days 00:01:54.904659,0.0002586857514757709,25,0.00018981328600922509,0.565284178187404,0.5536098310291858,,PRUNED
386,386,0.5153609831029186,2021-02-14 07:55:57.633395,2021-02-14 07:57:49.456440,0 days 00:01:51.823045,0.014408952000225355,5,0.0007566104511502977,0.5153609831029186,,,PRUNED
387,387,0.4728110599078341,2021-02-14 07:57:49.456727,2021-02-14 07:58:31.765831,0 days 00:00:42.309104,0.0004203686099460409,25,0.000473471068336579,0.4728110599078341,,,PRUNED
388,388,0.522273425499232,2021-02-14 07:58:31.766157,2021-02-14 08:00:23.689012,0 days 00:01:51.922855,0.001691026098326879,20,1.642525852076686e-06,0.522273425499232,,,PRUNED
389,389,0.5597542242703533,2021-02-14 08:00:23.689359,2021-02-14 08:02:20.490580,0 days 00:01:56.801221,0.0005076250383988155,25,0.00014622724071145995,0.5886328725038402,0.5597542242703533,,PRUNED
390,390,0.39078341013824885,2021-02-14 08:02:20.490895,2021-02-14 08:02:59.054189,0 days 00:00:38.563294,0.0009475990349607779,30,0.00030805548069551015,0.39078341013824885,,,PRUNED
391,391,0.3935483870967742,2021-02-14 08:02:59.054502,2021-02-14 08:03:14.866986,0 days 00:00:15.812484,0.0028769760458961,15,4.365040751232043e-06,0.3935483870967742,,,PRUNED
392,392,0.4695852534562212,2021-02-14 08:03:14.867324,2021-02-14 08:05:07.072812,0 days 00:01:52.205488,0.009110454814353767,25,0.0004762888710175287,0.4695852534562212,,,PRUNED
393,393,0.41351766513056837,2021-02-14 08:05:07.073124,2021-02-14 08:07:04.166798,0 days 00:01:57.093674,1.4223173968761923e-05,15,2.0326704502375202e-07,0.41351766513056837,,,PRUNED
